Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR21839859,WGS,301,347774180,PRJNA809394,SAMN26309109,Pathogen.cl,166748661,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-03,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828772,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,Tissue,38.97 N 77.03 W,748923,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,748923,SRP401320,748923
SRR21839860,WGS,301,437907833,PRJNA809394,SAMN26308647,Pathogen.cl,209294719,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828771,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749645,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749645,SRP401320,749645
SRR21839861,WGS,301,400991584,PRJNA809394,SAMN26308700,Pathogen.cl,191386312,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828770,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,Tissue,38.97 N 77.03 W,749637,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749637,SRP401320,749637
SRR21839862,WGS,301,504921338,PRJNA809394,SAMN26305146,Pathogen.cl,239103334,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828769,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749629,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749629,SRP401320,749629
SRR21839863,WGS,301,562392971,PRJNA809394,SAMN26304433,Pathogen.cl,263816809,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828768,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749611,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749611,SRP401320,749611
SRR21839864,WGS,301,543660610,PRJNA809394,SAMN26308466,Pathogen.cl,255001944,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828767,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749603,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749603,SRP401320,749603
SRR21839865,WGS,301,772422641,PRJNA809394,SAMN26304638,Pathogen.cl,351897900,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828766,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749599,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749599,SRP401320,749599
SRR21839866,WGS,301,508379109,PRJNA809394,SAMN26305278,Pathogen.cl,241102872,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828765,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749581,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749581,SRP401320,749581
SRR21839867,WGS,301,492820386,PRJNA809394,SAMN26308356,Pathogen.cl,233061321,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828764,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749573,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749573,SRP401320,749573
SRR21839868,WGS,301,470642122,PRJNA809394,SAMN26305010,Pathogen.cl,223772274,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828763,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749565,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,749565,SRP401320,749565
SRR21839869,WGS,301,507359070,PRJNA809394,SAMN26309113,Pathogen.cl,241988387,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828762,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749557,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:28:00Z,1,749557,SRP401320,749557
SRR21839870,WGS,301,449502923,PRJNA809394,SAMN26304685,Pathogen.cl,212904302,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-03,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828761,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,748915,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,748915,SRP401320,748915
SRR21839871,WGS,301,479523315,PRJNA809394,SAMN26309112,Pathogen.cl,228626918,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828760,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749549,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749549,SRP401320,749549
SRR21839872,WGS,301,584248723,PRJNA809394,SAMN26304642,Pathogen.cl,277170589,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828759,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749531,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,749531,SRP401320,749531
SRR21839873,WGS,301,599257800,PRJNA809394,SAMN26304649,Pathogen.cl,286030737,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828758,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749523,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749523,SRP401320,749523
SRR21839874,WGS,301,627012838,PRJNA809394,SAMN26304349,Pathogen.cl,295196683,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-15,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828757,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749515,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749515,SRP401320,749515
SRR21839875,WGS,301,592273658,PRJNA809394,SAMN26305157,Pathogen.cl,278875000,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-14,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828756,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749507,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749507,SRP401320,749507
SRR21839876,WGS,301,692012781,PRJNA809394,SAMN26305103,Pathogen.cl,324773544,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-14,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828755,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749493,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749493,SRP401320,749493
SRR21839877,WGS,301,744371884,PRJNA809394,SAMN26309227,Pathogen.cl,348676447,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-14,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828754,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,749485,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,749485,SRP401320,749485
SRR21839878,WGS,301,314223119,PRJNA809394,SAMN26304336,Pathogen.cl,150816377,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-28,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828753,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750449,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750449,SRP401320,750449
SRR21839879,WGS,301,397539882,PRJNA809394,SAMN26309334,Pathogen.cl,190132631,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828752,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750431,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750431,SRP401320,750431
SRR21839880,WGS,591,471119599,PRJNA809394,SAMN26304830,Pathogen.cl,267017539,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828751,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750423,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750423,SRP401320,750423
SRR21839881,WGS,301,489327361,PRJNA809394,SAMN26305264,Pathogen.cl,230480795,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828750,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750415,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750415,SRP401320,750415
SRR21839882,WGS,301,476446787,PRJNA809394,SAMN26308904,Pathogen.cl,224573612,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828749,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750407,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750407,SRP401320,750407
SRR21839883,WGS,301,560552395,PRJNA809394,SAMN26305099,Pathogen.cl,262390646,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828748,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750393,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750393,SRP401320,750393
SRR21839884,WGS,301,523375413,PRJNA809394,SAMN26308649,Pathogen.cl,245592361,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828747,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750385,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,750385,SRP401320,750385
SRR21839885,WGS,301,527549646,PRJNA809394,SAMN26304758,Pathogen.cl,248282800,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828746,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750377,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750377,SRP401320,750377
SRR21839886,WGS,301,363785226,PRJNA809394,SAMN26308739,Pathogen.cl,174929948,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828745,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750369,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:28:00Z,1,750369,SRP401320,750369
SRR21839887,WGS,301,327203930,PRJNA809394,SAMN26304578,Pathogen.cl,157444948,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828744,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750351,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,750351,SRP401320,750351
SRR21839888,WGS,301,852257029,PRJNA809394,SAMN26304438,Pathogen.cl,391383450,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-06,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828743,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,748999,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,748999,SRP401320,748999
SRR21839889,WGS,301,391549402,PRJNA809394,SAMN26304636,Pathogen.cl,187193487,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828742,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750343,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750343,SRP401320,750343
SRR21839890,WGS,301,376500190,PRJNA809394,SAMN26304346,Pathogen.cl,180545142,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828741,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750335,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750335,SRP401320,750335
SRR21839891,WGS,301,362600378,PRJNA809394,SAMN26308364,Pathogen.cl,173429450,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828740,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750327,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,750327,SRP401320,750327
SRR21839892,WGS,301,353796398,PRJNA809394,SAMN26305067,Pathogen.cl,169410428,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828739,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750319,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750319,SRP401320,750319
SRR21839893,WGS,301,310468112,PRJNA809394,SAMN26305173,Pathogen.cl,149116559,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828738,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750301,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750301,SRP401320,750301
SRR21839894,WGS,301,352498360,PRJNA809394,SAMN26308621,Pathogen.cl,167051174,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-27,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828737,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750297,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,750297,SRP401320,750297
SRR21839895,WGS,301,425279694,PRJNA809394,SAMN26309404,Pathogen.cl,202251173,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-25,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828736,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750289,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750289,SRP401320,750289
SRR21839896,WGS,301,452069331,PRJNA809394,SAMN26309432,Pathogen.cl,213426333,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828735,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750271,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750271,SRP401320,750271
SRR21839897,WGS,301,459406895,PRJNA809394,SAMN26304678,Pathogen.cl,217081428,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828734,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750263,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,750263,SRP401320,750263
SRR21839898,WGS,301,471560616,PRJNA809394,SAMN26308829,Pathogen.cl,221918300,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828733,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750255,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750255,SRP401320,750255
SRR21839899,WGS,301,352176022,PRJNA809394,SAMN26304984,Pathogen.cl,168174375,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-06,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828732,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,748981,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,748981,SRP401320,748981
SRR21839900,WGS,301,373670073,PRJNA809394,SAMN26309231,Pathogen.cl,178093777,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828731,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750247,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750247,SRP401320,750247
SRR21839901,WGS,301,435123446,PRJNA809394,SAMN26309043,Pathogen.cl,207128176,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828730,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750239,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,750239,SRP401320,750239
SRR21839902,WGS,301,371504529,PRJNA809394,SAMN26304603,Pathogen.cl,178026913,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828729,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750221,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:29:00Z,1,750221,SRP401320,750221
SRR21839903,WGS,301,465474425,PRJNA809394,SAMN26304791,Pathogen.cl,220986084,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828728,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750213,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750213,SRP401320,750213
SRR21839904,WGS,301,387621739,PRJNA809394,SAMN26305279,Pathogen.cl,184914157,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-23,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828727,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750205,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750205,SRP401320,750205
SRR21839905,WGS,301,265016330,PRJNA809394,SAMN26304850,Pathogen.cl,125512711,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-23,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828726,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750191,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:26:00Z,1,750191,SRP401320,750191
SRR21839906,WGS,301,529305896,PRJNA809394,SAMN26308827,Pathogen.cl,248592575,MRSN BI TEAM,Walter Reed Army Medical Center,2020-01-23,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17828725,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,750183,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-07T00:00:00Z,2022-10-07T16:27:00Z,1,750183,SRP401320,750183
